Time:215.7014 Axis vector:(0.0, 0.7) Thumbrotation:4.085188
Time:215.8019 Axis vector:(0.0, 0.7) Thumbrotation:3.528976
Time:215.9027 Axis vector:(0.0, 0.7) Thumbrotation:3.084515
Time:216.0029 Axis vector:(0.0, 0.7) Thumbrotation:3.331665
Time:216.1038 Axis vector:(0.0, 0.7) Thumbrotation:3.709296
Time:216.204 Axis vector:(0.0, 0.7) Thumbrotation:4.007071
Time:216.3043 Axis vector:(0.1, 0.7) Thumbrotation:4.229201
Time:216.4051 Axis vector:(0.1, 0.7) Thumbrotation:4.397524
Time:216.5054 Axis vector:(0.1, 0.7) Thumbrotation:4.557844
Time:216.6059 Axis vector:(0.1, 0.8) Thumbrotation:4.656314
Time:216.7065 Axis vector:(0.1, 0.8) Thumbrotation:4.740947
Time:216.807 Axis vector:(0.1, 0.7) Thumbrotation:4.89805
Time:216.9077 Axis vector:(0.1, 0.7) Thumbrotation:5.013056
Time:217.008 Axis vector:(0.1, 0.7) Thumbrotation:5.338178
Time:217.1087 Axis vector:(0.1, 0.7) Thumbrotation:5.83442
Time:217.2091 Axis vector:(0.1, 0.7) Thumbrotation:6.19432
Time:217.3101 Axis vector:(0.1, 0.7) Thumbrotation:6.419549
Time:217.4102 Axis vector:(0.1, 0.7) Thumbrotation:6.51641
Time:217.511 Axis vector:(0.1, 0.7) Thumbrotation:6.550027
Time:217.6115 Axis vector:(0.1, 0.7) Thumbrotation:6.582549
Time:217.712 Axis vector:(0.1, 0.7) Thumbrotation:6.899954
Time:217.8126 Axis vector:(0.1, 0.7) Thumbrotation:7.170885
Time:217.9129 Axis vector:(0.1, 0.7) Thumbrotation:7.385356
Time:218.0134 Axis vector:(0.1, 0.7) Thumbrotation:7.575254
Time:218.1142 Axis vector:(0.1, 0.7) Thumbrotation:7.760837
Time:218.2146 Axis vector:(0.1, 0.7) Thumbrotation:7.885979
Time:218.3151 Axis vector:(0.1, 0.7) Thumbrotation:8.004545
Time:218.4156 Axis vector:(0.1, 0.7) Thumbrotation:8.132987
Time:218.5163 Axis vector:(0.1, 0.7) Thumbrotation:8.219889
Time:218.6166 Axis vector:(0.1, 0.7) Thumbrotation:8.259992
Time:218.717 Axis vector:(0.1, 0.7) Thumbrotation:8.275974
Time:218.8177 Axis vector:(0.1, 0.7) Thumbrotation:8.319894
Time:218.9182 Axis vector:(0.1, 0.7) Thumbrotation:8.319894
Time:219.0188 Axis vector:(0.1, 0.7) Thumbrotation:8.319894
Time:219.1196 Axis vector:(0.1, 0.7) Thumbrotation:8.332464
Time:219.2197 Axis vector:(0.1, 0.7) Thumbrotation:8.339201
Time:219.3202 Axis vector:(0.1, 0.7) Thumbrotation:8.350214
Time:219.4208 Axis vector:(0.1, 0.7) Thumbrotation:8.365204
Time:219.5217 Axis vector:(0.1, 0.7) Thumbrotation:8.371821
Time:219.6219 Axis vector:(0.1, 0.7) Thumbrotation:8.383447
Time:219.7224 Axis vector:(0.1, 0.7) Thumbrotation:8.388529
Time:219.8343 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:219.9345 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.0353 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.1355 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.2361 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.3368 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.4372 Axis vector:(0.1, 0.7) Thumbrotation:8.393139
Time:220.5378 Axis vector:(0.1, 0.7) Thumbrotation:8.397302
Time:220.6386 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:220.7389 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:220.8396 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:220.9402 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:221.0408 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:221.141 Axis vector:(0.1, 0.7) Thumbrotation:8.407306
Time:221.2415 Axis vector:(0.1, 0.7) Thumbrotation:8.402188
Time:221.342 Axis vector:(0.1, 0.7) Thumbrotation:8.400692
Time:221.4424 Axis vector:(0.1, 0.7) Thumbrotation:8.396554
Time:221.543 Axis vector:(0.1, 0.7) Thumbrotation:8.392039
Time:221.6438 Axis vector:(0.1, 0.7) Thumbrotation:8.38518
Time:221.7439 Axis vector:(0.1, 0.7) Thumbrotation:8.38553
Time:221.8448 Axis vector:(0.1, 0.7) Thumbrotation:8.39957
Time:221.9453 Axis vector:(0.1, 0.7) Thumbrotation:8.39957
Time:222.0456 Axis vector:(0.1, 0.7) Thumbrotation:8.39957
Time:222.1464 Axis vector:(0.1, 0.7) Thumbrotation:8.401861
Time:222.2624 Axis vector:(0.1, 0.7) Thumbrotation:8.401861
Time:222.3697 Axis vector:(0.1, 0.7) Thumbrotation:8.4031
Time:222.4702 Axis vector:(0.1, 0.7) Thumbrotation:8.404151
Time:222.5708 Axis vector:(0.1, 0.7) Thumbrotation:8.408473
Time:222.6713 Axis vector:(0.1, 0.7) Thumbrotation:8.415453
Time:222.7716 Axis vector:(0.1, 0.7) Thumbrotation:8.417879
Time:222.8722 Axis vector:(0.1, 0.7) Thumbrotation:8.417879
Time:222.9728 Axis vector:(0.1, 0.7) Thumbrotation:8.417879
Time:223.0732 Axis vector:(0.1, 0.7) Thumbrotation:8.417879
Time:223.174 Axis vector:(0.1, 0.7) Thumbrotation:8.419582
Time:223.2745 Axis vector:(0.1, 0.7) Thumbrotation:8.420259
Time:223.3752 Axis vector:(0.1, 0.7) Thumbrotation:8.420259
Time:223.4866 Axis vector:(0.1, 0.7) Thumbrotation:8.423896
Time:223.587 Axis vector:(0.1, 0.7) Thumbrotation:8.423896
Time:223.6877 Axis vector:(0.1, 0.7) Thumbrotation:8.423896
Time:223.7881 Axis vector:(0.1, 0.7) Thumbrotation:8.423896
Time:223.8887 Axis vector:(0.1, 0.7) Thumbrotation:8.423896
Time:223.9891 Axis vector:(0.1, 0.7) Thumbrotation:8.430211
Time:224.0899 Axis vector:(0.1, 0.7) Thumbrotation:8.431213
Time:224.1902 Axis vector:(0.1, 0.7) Thumbrotation:8.431213
Time:224.291 Axis vector:(0.1, 0.7) Thumbrotation:8.434263
Time:224.3913 Axis vector:(0.1, 0.7) Thumbrotation:8.436522
Time:224.4917 Axis vector:(0.1, 0.7) Thumbrotation:8.439082
Time:224.5925 Axis vector:(0.1, 0.7) Thumbrotation:8.439082
Time:224.6932 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:224.7933 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:224.8941 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:224.9943 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:225.095 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:225.1955 Axis vector:(0.1, 0.7) Thumbrotation:8.440524
Time:225.2962 Axis vector:(0.1, 0.7) Thumbrotation:8.441059
Time:225.3966 Axis vector:(0.1, 0.7) Thumbrotation:8.441874
Time:225.4973 Axis vector:(0.1, 0.7) Thumbrotation:8.441874
Time:225.5976 Axis vector:(0.1, 0.7) Thumbrotation:8.441874
Time:225.6982 Axis vector:(0.1, 0.7) Thumbrotation:8.441874
Time:225.7989 Axis vector:(0.1, 0.7) Thumbrotation:8.421215
Time:225.8996 Axis vector:(0.1, 0.7) Thumbrotation:8.295502
Time:225.9997 Axis vector:(0.1, 0.7) Thumbrotation:8.145916
Time:226.1004 Axis vector:(0.1, 0.7) Thumbrotation:8.001529
Time:226.2009 Axis vector:(0.1, 0.7) Thumbrotation:7.896253
Time:226.3014 Axis vector:(0.1, 0.7) Thumbrotation:7.800517
Time:226.4018 Axis vector:(0.1, 0.7) Thumbrotation:7.719632
Time:226.5024 Axis vector:(0.1, 0.7) Thumbrotation:7.671866
Time:226.6027 Axis vector:(0.1, 0.7) Thumbrotation:7.648448
Time:226.7038 Axis vector:(0.1, 0.7) Thumbrotation:7.646011
Time:226.804 Axis vector:(0.1, 0.7) Thumbrotation:7.726823
Time:226.9044 Axis vector:(0.1, 0.7) Thumbrotation:7.796766
Time:227.0052 Axis vector:(0.1, 0.7) Thumbrotation:7.872452
Time:227.1058 Axis vector:(0.1, 0.7) Thumbrotation:7.939217
Time:227.2064 Axis vector:(0.1, 0.7) Thumbrotation:7.997725
Time:227.3067 Axis vector:(0.1, 0.7) Thumbrotation:8.061194
Time:227.4072 Axis vector:(0.1, 0.7) Thumbrotation:8.128616
Time:227.5075 Axis vector:(0.1, 0.7) Thumbrotation:8.17068
Time:227.6082 Axis vector:(0.1, 0.7) Thumbrotation:8.224258
Time:227.7087 Axis vector:(0.1, 0.7) Thumbrotation:8.245979
Time:227.8091 Axis vector:(0.1, 0.7) Thumbrotation:8.271655
Time:227.9097 Axis vector:(0.1, 0.7) Thumbrotation:8.284939
Time:228.0104 Axis vector:(0.1, 0.7) Thumbrotation:8.284558
Time:228.1112 Axis vector:(0.1, 0.7) Thumbrotation:8.245122
Time:228.212 Axis vector:(0.1, 0.7) Thumbrotation:8.223996
Time:228.3176 Axis vector:(0.1, 0.7) Thumbrotation:8.191295
Time:228.4237 Axis vector:(0.1, 0.7) Thumbrotation:8.207147
Time:228.5241 Axis vector:(0.1, 0.7) Thumbrotation:8.217165
Time:228.6245 Axis vector:(0.1, 0.7) Thumbrotation:8.239238
Time:228.725 Axis vector:(0.1, 0.7) Thumbrotation:8.251359
Time:228.8257 Axis vector:(0.1, 0.7) Thumbrotation:8.27353
Time:228.9262 Axis vector:(0.1, 0.7) Thumbrotation:8.300874
Time:229.0266 Axis vector:(0.1, 0.7) Thumbrotation:8.33548
Time:229.1275 Axis vector:(0.1, 0.7) Thumbrotation:8.358769
Time:229.2277 Axis vector:(0.1, 0.7) Thumbrotation:8.373228
Time:229.3283 Axis vector:(0.1, 0.7) Thumbrotation:8.361024
Time:229.4289 Axis vector:(0.1, 0.7) Thumbrotation:8.356161
Time:229.5299 Axis vector:(0.1, 0.7) Thumbrotation:8.364758
Time:229.6304 Axis vector:(0.1, 0.7) Thumbrotation:8.38244
Time:229.7305 Axis vector:(0.1, 0.7) Thumbrotation:8.390916
Time:229.8311 Axis vector:(0.1, 0.7) Thumbrotation:8.399547
Time:229.9314 Axis vector:(0.1, 0.7) Thumbrotation:8.403521
Time:230.0319 Axis vector:(0.1, 0.7) Thumbrotation:8.43247
Time:230.1324 Axis vector:(0.1, 0.7) Thumbrotation:8.434869
Time:230.233 Axis vector:(0.1, 0.6) Thumbrotation:8.081043
Time:237.2809 Axis vector:(-1.0, 0.1) Thumbrotation:-82.01881
Time:237.3815 Axis vector:(-0.9, 0.1) Thumbrotation:-81.63819
Time:237.482 Axis vector:(-0.9, 0.1) Thumbrotation:-82.47153
Time:237.5826 Axis vector:(-0.9, 0.0) Thumbrotation:-90.99684
Time:237.6833 Axis vector:(-0.7, -0.4) Thumbrotation:-115.8555
Time:237.7835 Axis vector:(-0.2, -0.7) Thumbrotation:-163.6432
Time:237.8842 Axis vector:(0.3, -0.7) Thumbrotation:154.6605
Time:237.9848 Axis vector:(0.6, -0.3) Thumbrotation:113.5686
Time:238.0855 Axis vector:(0.7, 0.4) Thumbrotation:58.79535
Time:238.1857 Axis vector:(0.5, 0.7) Thumbrotation:32.17855
Time:238.2863 Axis vector:(0.3, 0.8) Thumbrotation:20.63045
Time:238.3868 Axis vector:(0.1, 0.9) Thumbrotation:3.910062
Time:238.4874 Axis vector:(-0.1, 0.8) Thumbrotation:-10.11377
Time:238.5879 Axis vector:(-0.2, 0.8) Thumbrotation:-15.93417
Time:238.6885 Axis vector:(-0.3, 0.7) Thumbrotation:-20.39852
Time:238.789 Axis vector:(-0.3, 0.7) Thumbrotation:-21.02342
Time:238.8895 Axis vector:(-0.3, 0.7) Thumbrotation:-21.1192
Time:238.9901 Axis vector:(-0.3, 0.7) Thumbrotation:-21.00293
Time:239.0907 Axis vector:(-0.3, 0.7) Thumbrotation:-20.83759
Time:239.1911 Axis vector:(-0.3, 0.7) Thumbrotation:-20.9812
Time:239.2919 Axis vector:(-0.3, 0.7) Thumbrotation:-21.13358
Time:239.3923 Axis vector:(-0.3, 0.7) Thumbrotation:-20.87662
Time:239.493 Axis vector:(-0.3, 0.7) Thumbrotation:-20.31318
Time:239.5932 Axis vector:(-0.3, 0.8) Thumbrotation:-19.83539
Time:239.6937 Axis vector:(-0.3, 0.8) Thumbrotation:-19.59617
Time:239.7942 Axis vector:(-0.3, 0.8) Thumbrotation:-19.67327
Time:239.8947 Axis vector:(-0.2, 0.7) Thumbrotation:-18.61505
Time:239.9958 Axis vector:(-0.2, 0.7) Thumbrotation:-18.28969
Time:240.0959 Axis vector:(-0.2, 0.7) Thumbrotation:-18.35555
Time:240.1963 Axis vector:(-0.2, 0.7) Thumbrotation:-18.56522
Time:240.2969 Axis vector:(-0.2, 0.7) Thumbrotation:-18.75465
Time:240.3973 Axis vector:(-0.2, 0.7) Thumbrotation:-18.97101
Time:240.4982 Axis vector:(-0.2, 0.7) Thumbrotation:-19.23077
Time:240.5984 Axis vector:(-0.2, 0.7) Thumbrotation:-19.51122
Time:240.6991 Axis vector:(-0.2, 0.7) Thumbrotation:-19.65704
Time:240.7995 Axis vector:(-0.2, 0.7) Thumbrotation:-19.73477
Time:240.8999 Axis vector:(-0.2, 0.7) Thumbrotation:-19.72921
Time:241.0006 Axis vector:(-0.2, 0.7) Thumbrotation:-19.79006
Time:241.1011 Axis vector:(-0.2, 0.6) Thumbrotation:-19.92679
Time:241.2016 Axis vector:(-0.2, 0.6) Thumbrotation:-20.10928
Time:241.3023 Axis vector:(-0.2, 0.6) Thumbrotation:-20.30469
Time:241.4026 Axis vector:(-0.2, 0.6) Thumbrotation:-20.39758
Time:241.5032 Axis vector:(-0.2, 0.6) Thumbrotation:-20.44333
Time:241.6042 Axis vector:(-0.2, 0.6) Thumbrotation:-20.47785
Time:241.7045 Axis vector:(-0.2, 0.6) Thumbrotation:-20.4955
Time:241.8048 Axis vector:(-0.2, 0.6) Thumbrotation:-20.51187
Time:241.9055 Axis vector:(-0.2, 0.6) Thumbrotation:-20.52593
Time:242.006 Axis vector:(-0.2, 0.6) Thumbrotation:-20.53718
Time:242.107 Axis vector:(-0.2, 0.6) Thumbrotation:-20.53718
Time:242.2076 Axis vector:(-0.2, 0.6) Thumbrotation:-20.54329
Time:242.3187 Axis vector:(-0.2, 0.6) Thumbrotation:-20.54818
-------New Trial--------
Start time:242.4146
Time:242.5246 Axis vector:(-0.2, 0.6) Thumbrotation:-20.54554
Time:242.6356 Axis vector:(-0.2, 0.6) Thumbrotation:-20.52958
Time:242.7361 Axis vector:(-0.2, 0.6) Thumbrotation:-20.51449
Time:242.8565 Axis vector:(-0.2, 0.6) Thumbrotation:-20.38261
Time:242.9596 Axis vector:(-0.2, 0.6) Thumbrotation:-20.17972
Time:243.0602 Axis vector:(-0.2, 0.6) Thumbrotation:-20.04803
Time:243.1605 Axis vector:(-0.2, 0.7) Thumbrotation:-15.93862
Time:243.2612 Axis vector:(-0.1, 0.8) Thumbrotation:-8.087454
Time:243.3616 Axis vector:(-0.1, 0.8) Thumbrotation:-6.048182
Time:243.4622 Axis vector:(-0.1, 0.8) Thumbrotation:-5.862339
Time:243.5627 Axis vector:(-0.1, 0.7) Thumbrotation:-6.021481
Time:243.6634 Axis vector:(-0.1, 0.7) Thumbrotation:-6.323411
Time:243.7641 Axis vector:(-0.1, 0.7) Thumbrotation:-6.280352
Time:243.8644 Axis vector:(-0.1, 0.6) Thumbrotation:-6.18022
Time:243.965 Axis vector:(-0.1, 0.7) Thumbrotation:-6.312426
Time:244.0657 Axis vector:(-0.1, 0.7) Thumbrotation:-6.383927
Time:244.166 Axis vector:(-0.1, 0.7) Thumbrotation:-6.403738
Time:244.2665 Axis vector:(-0.1, 0.7) Thumbrotation:-6.411265
Time:244.3669 Axis vector:(-0.1, 0.7) Thumbrotation:-6.408237
Time:244.4674 Axis vector:(-0.1, 0.7) Thumbrotation:-6.394239
Time:244.568 Axis vector:(-0.1, 0.7) Thumbrotation:-6.355299
Time:244.6685 Axis vector:(-0.1, 0.7) Thumbrotation:-6.281226
Time:244.7689 Axis vector:(-0.1, 0.7) Thumbrotation:-6.193909
Time:244.8698 Axis vector:(-0.1, 0.7) Thumbrotation:-6.206872
Time:244.9704 Axis vector:(-0.1, 0.7) Thumbrotation:-6.25702
Time:245.0708 Axis vector:(-0.1, 0.7) Thumbrotation:-5.853673
Time:245.1713 Axis vector:(0.0, 0.6) Thumbrotation:-4.648947
Time:245.2721 Axis vector:(0.0, 0.6) Thumbrotation:-4.236928
Time:245.3723 Axis vector:(0.0, 0.6) Thumbrotation:-4.115136
Time:245.4725 Axis vector:(0.0, 0.6) Thumbrotation:-1.236222
Time:245.5732 Axis vector:(0.1, 0.6) Thumbrotation:10.76958
Time:245.6737 Axis vector:(0.3, 0.6) Thumbrotation:22.47975
Time:245.7743 Axis vector:(0.4, 0.6) Thumbrotation:33.739
Time:245.8748 Axis vector:(0.5, 0.5) Thumbrotation:42.08077
Time:245.9756 Axis vector:(0.6, 0.5) Thumbrotation:48.01859
Time:246.076 Axis vector:(0.6, 0.5) Thumbrotation:52.99084
Time:246.1767 Axis vector:(0.6, 0.4) Thumbrotation:55.13831
Time:246.2772 Axis vector:(0.7, 0.4) Thumbrotation:58.29752
Time:246.3776 Axis vector:(0.7, 0.3) Thumbrotation:68.12346
Time:246.4783 Axis vector:(0.7, 0.2) Thumbrotation:74.06583
Time:246.5787 Axis vector:(0.8, 0.1) Thumbrotation:79.97472
Time:246.679 Axis vector:(0.8, 0.0) Thumbrotation:90.37055
Time:246.7794 Axis vector:(0.7, -0.1) Thumbrotation:95.20948
Time:246.8802 Axis vector:(0.7, 0.1) Thumbrotation:84.63183
Time:246.9807 Axis vector:(0.7, 0.2) Thumbrotation:70.73463
Time:247.0813 Axis vector:(0.7, 0.3) Thumbrotation:64.09856
Time:247.1818 Axis vector:(0.7, 0.4) Thumbrotation:57.85469
Time:247.2823 Axis vector:(0.6, 0.5) Thumbrotation:53.07132
Time:247.3828 Axis vector:(0.6, 0.5) Thumbrotation:51.73704
Time:247.4834 Axis vector:(0.6, 0.5) Thumbrotation:51.05728
Time:247.5838 Axis vector:(0.6, 0.5) Thumbrotation:52.02521
Time:247.6848 Axis vector:(0.6, 0.4) Thumbrotation:56.50868
Time:247.7867 Axis vector:(0.7, 0.4) Thumbrotation:59.76778
Time:247.8967 Axis vector:(0.7, 0.4) Thumbrotation:60.88855
Time:247.997 Axis vector:(0.7, 0.4) Thumbrotation:61.30904
Time:248.0976 Axis vector:(0.7, 0.4) Thumbrotation:61.84956
Time:248.1983 Axis vector:(0.7, 0.4) Thumbrotation:60.65321
Time:248.2987 Axis vector:(0.7, 0.4) Thumbrotation:57.64301
Time:248.3992 Axis vector:(0.6, 0.5) Thumbrotation:54.12106
Time:248.4996 Axis vector:(0.6, 0.5) Thumbrotation:52.52658
Time:248.6003 Axis vector:(0.6, 0.5) Thumbrotation:53.97458
Time:248.7009 Axis vector:(0.7, 0.4) Thumbrotation:56.97399
Time:248.8014 Axis vector:(0.7, 0.4) Thumbrotation:63.35284
Time:248.9022 Axis vector:(0.8, 0.3) Thumbrotation:65.75811
Time:249.0027 Axis vector:(0.8, 0.3) Thumbrotation:68.63348
Time:249.103 Axis vector:(0.8, 0.3) Thumbrotation:70.61295
Time:249.2035 Axis vector:(0.8, 0.3) Thumbrotation:66.09716
Time:249.304 Axis vector:(0.7, 0.4) Thumbrotation:56.67853
Time:249.4044 Axis vector:(0.6, 0.5) Thumbrotation:51.60672
Time:249.5051 Axis vector:(0.6, 0.5) Thumbrotation:45.60377
Time:249.6056 Axis vector:(0.5, 0.6) Thumbrotation:39.70853
Time:249.7062 Axis vector:(0.3, 0.6) Thumbrotation:27.30252
Time:249.8066 Axis vector:(0.2, 0.7) Thumbrotation:13.69287
Time:249.9072 Axis vector:(0.0, 0.7) Thumbrotation:4.24727
Time:250.0076 Axis vector:(0.1, 0.6) Thumbrotation:5.633534
Time:250.1083 Axis vector:(0.3, 0.6) Thumbrotation:22.63783
Time:250.2089 Axis vector:(0.5, 0.5) Thumbrotation:44.4117
Time:250.3093 Axis vector:(0.6, 0.5) Thumbrotation:53.99963
Time:250.4097 Axis vector:(0.7, 0.4) Thumbrotation:61.11782
Time:250.5102 Axis vector:(0.8, 0.3) Thumbrotation:69.43181
Time:250.6108 Axis vector:(0.8, 0.3) Thumbrotation:72.3221
Time:250.7115 Axis vector:(0.8, 0.2) Thumbrotation:73.30246
Time:250.8118 Axis vector:(0.8, 0.2) Thumbrotation:73.50287
Time:250.9124 Axis vector:(0.8, 0.2) Thumbrotation:73.0857
Time:251.0132 Axis vector:(0.8, 0.2) Thumbrotation:72.60252
Time:251.1134 Axis vector:(0.8, 0.2) Thumbrotation:72.28718
Time:251.214 Axis vector:(0.8, 0.2) Thumbrotation:71.96809
Time:251.3146 Axis vector:(0.8, 0.3) Thumbrotation:71.55875
Time:251.4153 Axis vector:(0.7, 0.3) Thumbrotation:71.24721
Time:251.5156 Axis vector:(0.7, 0.3) Thumbrotation:71.0383
Time:251.6164 Axis vector:(0.7, 0.3) Thumbrotation:70.87264
Time:251.7167 Axis vector:(0.7, 0.3) Thumbrotation:70.80516
Time:251.8171 Axis vector:(0.7, 0.3) Thumbrotation:70.78571
Time:251.9176 Axis vector:(0.7, 0.3) Thumbrotation:70.66726
Time:252.0183 Axis vector:(0.7, 0.3) Thumbrotation:68.15285
Time:252.1188 Axis vector:(0.7, 0.4) Thumbrotation:58.02051
Time:252.2195 Axis vector:(0.6, 0.5) Thumbrotation:47.26931
Time:252.3196 Axis vector:(0.5, 0.6) Thumbrotation:41.3253
Time:252.4205 Axis vector:(0.4, 0.7) Thumbrotation:30.33332
Time:252.521 Axis vector:(0.2, 0.8) Thumbrotation:17.48162
Time:252.6217 Axis vector:(0.1, 0.8) Thumbrotation:8.245574
Time:252.7221 Axis vector:(0.0, 0.8) Thumbrotation:-0.518133
Time:252.8222 Axis vector:(0.0, 0.8) Thumbrotation:-2.272192
Time:252.9228 Axis vector:(-0.2, 0.7) Thumbrotation:-14.08422
Time:253.0235 Axis vector:(-0.2, 0.7) Thumbrotation:-18.94098
Time:253.1242 Axis vector:(-0.3, 0.7) Thumbrotation:-19.70459
Time:253.2247 Axis vector:(-0.3, 0.7) Thumbrotation:-19.82239
Time:253.3249 Axis vector:(-0.3, 0.7) Thumbrotation:-19.97629
Time:253.4255 Axis vector:(-0.3, 0.7) Thumbrotation:-20.34238
Time:253.526 Axis vector:(-0.3, 0.7) Thumbrotation:-21.24186
Time:253.6265 Axis vector:(-0.3, 0.6) Thumbrotation:-22.52269
Time:253.7273 Axis vector:(-0.3, 0.6) Thumbrotation:-23.43623
Time:253.828 Axis vector:(-0.3, 0.6) Thumbrotation:-23.87566
Time:253.9282 Axis vector:(-0.3, 0.6) Thumbrotation:-23.74565
Time:254.0288 Axis vector:(-0.3, 0.6) Thumbrotation:-23.34768
Time:254.1292 Axis vector:(-0.3, 0.6) Thumbrotation:-23.05346
Time:254.2299 Axis vector:(-0.3, 0.6) Thumbrotation:-22.72054
Time:254.3308 Axis vector:(-0.3, 0.6) Thumbrotation:-22.32259
Time:254.4419 Axis vector:(-0.2, 0.6) Thumbrotation:-21.83544
Time:254.5427 Axis vector:(-0.2, 0.6) Thumbrotation:-21.4756
Time:254.6432 Axis vector:(-0.2, 0.6) Thumbrotation:-21.2114
Time:254.7435 Axis vector:(-0.2, 0.6) Thumbrotation:-21.02649
Time:254.8441 Axis vector:(-0.2, 0.6) Thumbrotation:-20.95146
Time:254.9445 Axis vector:(-0.2, 0.6) Thumbrotation:-20.80667
Time:255.0456 Axis vector:(-0.2, 0.6) Thumbrotation:-20.77296
Time:255.1459 Axis vector:(-0.2, 0.6) Thumbrotation:-20.75229
Time:255.2462 Axis vector:(-0.2, 0.6) Thumbrotation:-20.70818
Time:255.347 Axis vector:(-0.2, 0.6) Thumbrotation:-20.67896
Time:255.4473 Axis vector:(-0.2, 0.6) Thumbrotation:-20.65166
Time:255.5481 Axis vector:(-0.2, 0.6) Thumbrotation:-20.63761
Time:255.6482 Axis vector:(-0.2, 0.6) Thumbrotation:-20.63809
Time:255.7488 Axis vector:(-0.2, 0.6) Thumbrotation:-20.62864
Time:255.8493 Axis vector:(-0.2, 0.6) Thumbrotation:-20.61662
Time:255.9501 Axis vector:(-0.2, 0.6) Thumbrotation:-20.61354
Time:256.0506 Axis vector:(-0.2, 0.6) Thumbrotation:-20.60296
Time:256.1509 Axis vector:(-0.2, 0.6) Thumbrotation:-20.58792
Time:256.2514 Axis vector:(-0.2, 0.6) Thumbrotation:-20.5873
Time:256.3521 Axis vector:(-0.2, 0.6) Thumbrotation:-20.60345
Time:256.4525 Axis vector:(-0.2, 0.6) Thumbrotation:-20.6318
Time:256.5529 Axis vector:(-0.2, 0.6) Thumbrotation:-20.66043
Time:256.6537 Axis vector:(-0.2, 0.6) Thumbrotation:-20.6859
Time:256.7544 Axis vector:(-0.2, 0.6) Thumbrotation:-20.71862
Time:256.8548 Axis vector:(-0.2, 0.6) Thumbrotation:-20.83612
Time:256.9554 Axis vector:(-0.2, 0.6) Thumbrotation:-20.92265
Time:257.0556 Axis vector:(-0.2, 0.6) Thumbrotation:-20.92437
Time:257.1563 Axis vector:(-0.2, 0.6) Thumbrotation:-20.84356
Time:257.2567 Axis vector:(-0.2, 0.6) Thumbrotation:-20.77695
Time:257.3571 Axis vector:(-0.2, 0.6) Thumbrotation:-20.72024
Time:257.4578 Axis vector:(-0.2, 0.6) Thumbrotation:-20.72024
Time:257.5584 Axis vector:(-0.2, 0.6) Thumbrotation:-20.71465
Time:257.6587 Axis vector:(-0.2, 0.6) Thumbrotation:-20.69099
Time:257.7593 Axis vector:(-0.2, 0.6) Thumbrotation:-20.67994
Time:257.8599 Axis vector:(-0.2, 0.6) Thumbrotation:-20.64495
Time:257.9605 Axis vector:(-0.2, 0.6) Thumbrotation:-20.63648
Time:258.0611 Axis vector:(-0.2, 0.6) Thumbrotation:-20.63042
Time:258.1615 Axis vector:(-0.2, 0.6) Thumbrotation:-20.64706
Time:258.2619 Axis vector:(-0.2, 0.6) Thumbrotation:-20.6927
Time:258.3625 Axis vector:(-0.2, 0.6) Thumbrotation:-20.69887
Time:258.4631 Axis vector:(-0.2, 0.6) Thumbrotation:-20.68909
Time:258.5637 Axis vector:(-0.2, 0.6) Thumbrotation:-20.66114
Time:258.6642 Axis vector:(-0.2, 0.6) Thumbrotation:-20.63966
Time:258.7695 Axis vector:(-0.2, 0.6) Thumbrotation:-20.61028
Time:258.8763 Axis vector:(-0.2, 0.6) Thumbrotation:-20.79421
Time:258.977 Axis vector:(-0.3, 0.6) Thumbrotation:-23.1322
Time:259.0778 Axis vector:(-0.4, 0.5) Thumbrotation:-38.04706
Time:259.178 Axis vector:(-0.5, 0.4) Thumbrotation:-56.55194
Time:259.2784 Axis vector:(-0.6, 0.2) Thumbrotation:-71.77572
Time:259.3791 Axis vector:(-0.7, 0.1) Thumbrotation:-81.51027
Time:259.4796 Axis vector:(-0.7, 0.1) Thumbrotation:-81.60332
Time:259.5801 Axis vector:(-0.7, 0.3) Thumbrotation:-68.85653
Time:259.6806 Axis vector:(-0.6, 0.4) Thumbrotation:-57.87055
Time:259.7809 Axis vector:(-0.3, 0.6) Thumbrotation:-27.29609
Time:259.8818 Axis vector:(-0.1, 0.7) Thumbrotation:-4.885636
Time:259.9924 Axis vector:(0.3, 0.8) Thumbrotation:18.43596
Time:260.0937 Axis vector:(0.5, 0.6) Thumbrotation:39.31009
