Start time:0.2050475
Start time:0.1293009
Start time:0.2259058
Start time:0.1436359
Time:2.540712 Axis vector:(0.0, 0.7) Thumbrotation:0.6013339
Time:2.64147 Axis vector:(0.0, 0.7) Thumbrotation:0.8437192
Time:2.741914 Axis vector:(0.0, 0.7) Thumbrotation:1.067896
Time:2.842348 Axis vector:(0.0, 0.7) Thumbrotation:1.323821
Time:2.94283 Axis vector:(0.0, 0.7) Thumbrotation:1.455622
Time:3.043376 Axis vector:(0.0, 0.7) Thumbrotation:1.631229
Time:3.143763 Axis vector:(0.0, 0.7) Thumbrotation:1.758362
Time:3.244751 Axis vector:(0.0, 0.7) Thumbrotation:1.807861
Time:3.345009 Axis vector:(0.0, 0.7) Thumbrotation:1.867603
Time:3.445301 Axis vector:(0.0, 0.7) Thumbrotation:1.867603
Time:3.545887 Axis vector:(0.0, 0.7) Thumbrotation:1.930264
Time:3.646337 Axis vector:(0.0, 0.7) Thumbrotation:2.024197
Time:3.747536 Axis vector:(0.0, 0.7) Thumbrotation:2.163651
Time:3.8478 Axis vector:(0.0, 0.7) Thumbrotation:2.336322
Time:3.948216 Axis vector:(0.0, 0.7) Thumbrotation:2.565214
Time:4.048522 Axis vector:(0.0, 0.7) Thumbrotation:2.781363
Time:4.149049 Axis vector:(0.0, 0.7) Thumbrotation:3.148959
Time:4.249742 Axis vector:(0.0, 0.7) Thumbrotation:3.519754
Time:4.350138 Axis vector:(0.0, 0.7) Thumbrotation:3.786825
Time:4.450751 Axis vector:(0.1, 0.7) Thumbrotation:3.986
Time:4.55112 Axis vector:(0.1, 0.7) Thumbrotation:4.111755
Time:4.651646 Axis vector:(0.1, 0.7) Thumbrotation:4.128582
Time:4.752216 Axis vector:(0.1, 0.7) Thumbrotation:4.106656
Time:4.852754 Axis vector:(0.1, 0.7) Thumbrotation:4.097633
Time:4.96503 Axis vector:(0.1, 0.7) Thumbrotation:4.085572
Time:5.065037 Axis vector:(0.1, 0.7) Thumbrotation:4.051106
Time:5.165425 Axis vector:(0.1, 0.7) Thumbrotation:3.999586
Time:5.266021 Axis vector:(0.0, 0.7) Thumbrotation:3.964769
Time:5.366724 Axis vector:(0.0, 0.7) Thumbrotation:3.955572
Time:5.467 Axis vector:(0.0, 0.7) Thumbrotation:3.923261
Time:5.567767 Axis vector:(0.0, 0.7) Thumbrotation:3.820698
Time:5.668172 Axis vector:(0.0, 0.7) Thumbrotation:3.702956
Time:5.768583 Axis vector:(0.0, 0.7) Thumbrotation:3.600924
Time:5.869216 Axis vector:(0.0, 0.7) Thumbrotation:3.510284
Time:5.969604 Axis vector:(0.0, 0.7) Thumbrotation:3.517138
Time:6.070271 Axis vector:(0.0, 0.7) Thumbrotation:3.544034
Time:6.170752 Axis vector:(0.0, 0.7) Thumbrotation:3.560955
Time:6.271406 Axis vector:(0.0, 0.7) Thumbrotation:3.63981
Time:6.37206 Axis vector:(0.0, 0.7) Thumbrotation:3.784704
Time:6.472345 Axis vector:(0.0, 0.7) Thumbrotation:3.980888
Time:6.573021 Axis vector:(0.0, 0.7) Thumbrotation:4.09878
Time:6.673343 Axis vector:(0.1, 0.7) Thumbrotation:4.200112
Time:6.774056 Axis vector:(0.1, 0.7) Thumbrotation:4.276771
Time:6.8744 Axis vector:(0.1, 0.7) Thumbrotation:4.353432
Time:6.976101 Axis vector:(0.1, 0.7) Thumbrotation:4.407667
Time:7.087569 Axis vector:(0.1, 0.7) Thumbrotation:4.481133
Time:7.198604 Axis vector:(0.1, 0.7) Thumbrotation:4.656525
Time:7.298972 Axis vector:(0.1, 0.7) Thumbrotation:4.803833
Time:7.399409 Axis vector:(0.1, 0.7) Thumbrotation:4.883269
Time:7.499911 Axis vector:(0.1, 0.7) Thumbrotation:5.185082
Time:7.600648 Axis vector:(0.1, 0.7) Thumbrotation:5.438767
Time:7.701064 Axis vector:(0.1, 0.7) Thumbrotation:5.509506
Time:7.801522 Axis vector:(0.1, 0.7) Thumbrotation:5.580264
Time:7.90205 Axis vector:(0.1, 0.7) Thumbrotation:5.72834
Time:8.002894 Axis vector:(0.1, 0.7) Thumbrotation:5.875631
Time:8.103164 Axis vector:(0.1, 0.7) Thumbrotation:6.003647
Time:8.203752 Axis vector:(0.1, 0.7) Thumbrotation:6.225071
Time:8.304435 Axis vector:(0.1, 0.7) Thumbrotation:6.408054
Time:8.404963 Axis vector:(0.1, 0.7) Thumbrotation:6.345542
Time:11.82336 Axis vector:(-0.1, 1.0) Thumbrotation:-2.986817
Time:11.92343 Axis vector:(0.0, 0.8) Thumbrotation:-2.664621
Time:12.02411 Axis vector:(0.0, 0.6) Thumbrotation:-1.898676
Time:12.12475 Axis vector:(0.0, 0.6) Thumbrotation:1.424915
Time:12.22566 Axis vector:(0.0, 0.6) Thumbrotation:2.069992
Time:12.32591 Axis vector:(0.0, 0.6) Thumbrotation:2.285076
Time:12.4263 Axis vector:(0.0, 0.6) Thumbrotation:2.382856
Time:12.52711 Axis vector:(0.0, 0.6) Thumbrotation:2.445046
Time:12.62761 Axis vector:(0.0, 0.6) Thumbrotation:2.465851
Time:12.72803 Axis vector:(0.0, 0.6) Thumbrotation:2.487112
Time:12.82863 Axis vector:(0.0, 0.6) Thumbrotation:2.500298
Time:12.9291 Axis vector:(0.0, 0.6) Thumbrotation:2.500298
Time:13.03024 Axis vector:(0.0, 0.6) Thumbrotation:2.512247
Time:13.14135 Axis vector:(0.0, 0.6) Thumbrotation:2.523751
Time:13.24178 Axis vector:(0.0, 0.6) Thumbrotation:2.534895
Time:13.3426 Axis vector:(0.0, 0.6) Thumbrotation:2.027579
Time:14.74977 Axis vector:(-0.2, 1.0) Thumbrotation:-9.649726
Time:14.85026 Axis vector:(-0.2, 1.0) Thumbrotation:-10.0532
Time:14.95067 Axis vector:(-0.2, 1.0) Thumbrotation:-10.02191
Time:15.05109 Axis vector:(-0.2, 1.0) Thumbrotation:-10.11838
Time:15.15162 Axis vector:(-0.2, 0.9) Thumbrotation:-9.227372
Time:15.25236 Axis vector:(-0.1, 0.8) Thumbrotation:-6.748111
Time:15.3533 Axis vector:(-0.1, 0.7) Thumbrotation:-5.796807
Time:15.46431 Axis vector:(-0.1, 0.7) Thumbrotation:-5.446113
Time:15.56517 Axis vector:(-0.1, 0.6) Thumbrotation:-5.461169
Time:15.66557 Axis vector:(-0.1, 0.7) Thumbrotation:-5.341921
Time:26.83487 Axis vector:(-0.7, 0.5) Thumbrotation:-52.50788
Time:26.93549 Axis vector:(-0.9, 0.1) Thumbrotation:-81.97683
Time:27.0358 Axis vector:(-0.9, -0.4) Thumbrotation:-114.257
Time:27.1364 Axis vector:(-0.8, -0.5) Thumbrotation:-122.0846
Time:27.23744 Axis vector:(-0.8, -0.5) Thumbrotation:-122.523
Time:27.3378 Axis vector:(-0.9, -0.5) Thumbrotation:-119.4015
Time:27.43785 Axis vector:(-0.9, -0.5) Thumbrotation:-121.178
Time:27.53836 Axis vector:(-0.8, -0.5) Thumbrotation:-122.6072
Time:30.65467 Axis vector:(0.1, 0.9) Thumbrotation:4.382488
Time:30.75523 Axis vector:(0.0, 0.8) Thumbrotation:2.758964
Time:30.85598 Axis vector:(0.0, 0.7) Thumbrotation:3.421996
Time:30.95648 Axis vector:(0.0, 0.7) Thumbrotation:4.05946
Time:31.05699 Axis vector:(0.1, 0.7) Thumbrotation:4.508195
Time:31.15748 Axis vector:(0.1, 0.7) Thumbrotation:5.293576
Time:31.25823 Axis vector:(0.1, 0.7) Thumbrotation:5.805592
Time:32.16268 Axis vector:(-0.6, 0.8) Thumbrotation:-35.48249
Start time:0.1439555
Time:3.771993 Axis vector:(-0.4, 0.0) Thumbrotation:-97.36565
Time:3.872387 Axis vector:(-0.3, 0.3) Thumbrotation:-43.84924
Time:3.973179 Axis vector:(-0.3, 0.2) Thumbrotation:-47.88122
Time:4.375198 Axis vector:(-0.2, 0.4) Thumbrotation:-28.81695
Time:4.475726 Axis vector:(-0.2, 0.5) Thumbrotation:-22.61707
Time:4.576308 Axis vector:(-0.2, 0.5) Thumbrotation:-22.70393
Time:4.676719 Axis vector:(-0.2, 0.5) Thumbrotation:-22.02526
Time:4.777352 Axis vector:(-0.2, 0.5) Thumbrotation:-20.7452
Time:4.877887 Axis vector:(-0.2, 0.5) Thumbrotation:-20.39994
Time:4.978365 Axis vector:(-0.2, 0.5) Thumbrotation:-20.79621
Time:5.07876 Axis vector:(-0.2, 0.5) Thumbrotation:-21.17657
Time:5.179811 Axis vector:(-0.2, 0.4) Thumbrotation:-21.39981
Time:5.280012 Axis vector:(-0.2, 0.4) Thumbrotation:-21.54971
Time:5.38086 Axis vector:(-0.2, 0.4) Thumbrotation:-21.56349
Time:5.480899 Axis vector:(-0.2, 0.5) Thumbrotation:-24.96972
Time:6.787203 Axis vector:(-0.7, 0.5) Thumbrotation:-51.01505
Time:6.887817 Axis vector:(-0.7, 0.5) Thumbrotation:-51.4859
Time:6.988283 Axis vector:(-0.7, 0.5) Thumbrotation:-51.98113
Time:7.088974 Axis vector:(-0.7, 0.5) Thumbrotation:-52.04354
Time:7.189467 Axis vector:(-0.7, 0.5) Thumbrotation:-52.09321
Time:7.290082 Axis vector:(-0.7, 0.5) Thumbrotation:-52.21027
Time:7.390629 Axis vector:(-0.7, 0.5) Thumbrotation:-52.28037
Time:7.490974 Axis vector:(-0.7, 0.5) Thumbrotation:-52.50996
Time:7.591326 Axis vector:(-0.7, 0.5) Thumbrotation:-52.84217
Time:7.691911 Axis vector:(-0.7, 0.5) Thumbrotation:-53.20998
Time:7.7925 Axis vector:(-0.7, 0.5) Thumbrotation:-52.24238
Time:7.893084 Axis vector:(-0.6, 0.5) Thumbrotation:-48.27721
Time:7.993519 Axis vector:(-0.4, 0.5) Thumbrotation:-41.40567
Time:8.094528 Axis vector:(-0.4, 0.5) Thumbrotation:-38.67746
Time:8.194836 Axis vector:(-0.4, 0.5) Thumbrotation:-37.29554
Time:8.295047 Axis vector:(-0.3, 0.5) Thumbrotation:-34.94024
Time:8.395608 Axis vector:(-0.3, 0.4) Thumbrotation:-34.78248
Time:8.496199 Axis vector:(-0.3, 0.4) Thumbrotation:-35.06765
Time:8.597035 Axis vector:(-0.3, 0.4) Thumbrotation:-35.55049
Time:8.697373 Axis vector:(-0.3, 0.4) Thumbrotation:-35.99049
Time:8.797765 Axis vector:(-0.3, 0.4) Thumbrotation:-36.36168
Time:9.501494 Axis vector:(-0.3, 0.7) Thumbrotation:-21.82937
Time:9.601998 Axis vector:(-0.2, 0.6) Thumbrotation:-21.46671
Time:9.702369 Axis vector:(-0.2, 0.5) Thumbrotation:-19.39876
Time:9.811213 Axis vector:(-0.2, 0.5) Thumbrotation:-18.31029
Time:9.91479 Axis vector:(-0.1, 0.5) Thumbrotation:-18.0781
Time:10.01525 Axis vector:(-0.1, 0.4) Thumbrotation:-17.86125
Time:10.11607 Axis vector:(-0.1, 0.4) Thumbrotation:-17.7975
Time:10.21632 Axis vector:(-0.2, 0.5) Thumbrotation:-18.91875
Start time:0.150414
Time:1.123206 Axis vector:(-0.7, 0.1) Thumbrotation:-79.07949
Time:1.223381 Axis vector:(-0.5, 0.5) Thumbrotation:-45.49895
Time:1.324059 Axis vector:(-0.3, 0.7) Thumbrotation:-19.50367
Time:1.424575 Axis vector:(-0.2, 0.7) Thumbrotation:-19.91265
Time:1.525168 Axis vector:(-0.2, 0.7) Thumbrotation:-18.81851
Time:1.625846 Axis vector:(-0.2, 0.7) Thumbrotation:-18.53639
Time:1.72604 Axis vector:(-0.2, 0.7) Thumbrotation:-18.40627
Time:1.826569 Axis vector:(-0.2, 0.7) Thumbrotation:-18.37209
Time:1.927347 Axis vector:(-0.2, 0.6) Thumbrotation:-18.46178
Time:2.027884 Axis vector:(-0.2, 0.6) Thumbrotation:-18.71865
Time:2.128277 Axis vector:(-0.2, 0.6) Thumbrotation:-18.96043
Time:2.229051 Axis vector:(-0.2, 0.6) Thumbrotation:-18.99607
Time:2.329184 Axis vector:(-0.2, 0.6) Thumbrotation:-18.98555
Time:2.430096 Axis vector:(-0.2, 0.6) Thumbrotation:-18.92511
Time:2.530491 Axis vector:(-0.2, 0.6) Thumbrotation:-18.87659
Time:3.234649 Axis vector:(-0.2, 0.8) Thumbrotation:-14.2798
Time:3.335356 Axis vector:(-0.2, 0.8) Thumbrotation:-14.20635
Time:3.435974 Axis vector:(-0.2, 0.8) Thumbrotation:-14.67267
Time:3.536195 Axis vector:(-0.2, 0.8) Thumbrotation:-14.7497
Time:3.636769 Axis vector:(-0.2, 0.8) Thumbrotation:-14.7497
Time:3.73728 Axis vector:(-0.2, 0.8) Thumbrotation:-14.76198
Time:3.83806 Axis vector:(-0.2, 0.8) Thumbrotation:-14.88743
Time:3.938501 Axis vector:(-0.2, 0.8) Thumbrotation:-16.33737
Time:4.039281 Axis vector:(-0.3, 0.8) Thumbrotation:-20.69671
Time:4.139457 Axis vector:(-0.4, 0.7) Thumbrotation:-30.70751
Time:4.239893 Axis vector:(-0.5, 0.7) Thumbrotation:-38.63646
Time:4.340399 Axis vector:(-0.6, 0.6) Thumbrotation:-41.34785
Time:4.440907 Axis vector:(-0.6, 0.7) Thumbrotation:-41.27107
Time:4.547795 Axis vector:(-0.6, 0.7) Thumbrotation:-39.6993
Time:5.05549 Axis vector:(-0.1, 0.9) Thumbrotation:-6.326697
Time:5.155701 Axis vector:(-0.1, 0.9) Thumbrotation:-4.826088
Time:5.256383 Axis vector:(-0.1, 0.9) Thumbrotation:-4.720616
Time:5.356969 Axis vector:(-0.1, 0.9) Thumbrotation:-4.282948
Time:5.45735 Axis vector:(-0.1, 0.8) Thumbrotation:-4.029926
Time:5.557872 Axis vector:(-0.1, 0.8) Thumbrotation:-4.147607
Time:5.658907 Axis vector:(-0.1, 0.8) Thumbrotation:-4.225587
Time:5.759406 Axis vector:(-0.1, 0.8) Thumbrotation:-4.232951
Time:5.859455 Axis vector:(-0.1, 0.8) Thumbrotation:-4.228182
Time:5.959979 Axis vector:(-0.1, 0.8) Thumbrotation:-4.234338
Time:6.06048 Axis vector:(-0.1, 0.8) Thumbrotation:-4.253536
Time:6.160953 Axis vector:(-0.1, 0.8) Thumbrotation:-4.271822
Time:6.26149 Axis vector:(-0.1, 0.8) Thumbrotation:-4.320646
Start time:0.1495292
Time:0.2587027 Axis vector:(0.0, 1.0) Thumbrotation:0.6385778
Time:0.3589994 Axis vector:(0.0, 1.0) Thumbrotation:1.265477
Time:0.5207547 Axis vector:(0.0, 1.0) Thumbrotation:1.91336
Time:0.6271977 Axis vector:(0.0, 1.0) Thumbrotation:1.573336
Time:0.7277561 Axis vector:(0.0, 1.0) Thumbrotation:1.583132
Time:0.828538 Axis vector:(0.0, 1.0) Thumbrotation:1.631349
Time:0.9288396 Axis vector:(0.0, 1.0) Thumbrotation:1.349587
Time:1.029241 Axis vector:(0.0, 1.0) Thumbrotation:0.939828
Time:1.129833 Axis vector:(0.0, 1.0) Thumbrotation:-0.1607126
Time:1.230579 Axis vector:(0.0, 0.9) Thumbrotation:-2.29874
Time:1.330833 Axis vector:(0.0, 0.8) Thumbrotation:-3.142612
Time:1.431336 Axis vector:(-0.1, 0.8) Thumbrotation:-3.686315
Time:1.531841 Axis vector:(-0.1, 0.8) Thumbrotation:-3.761975
Time:1.63257 Axis vector:(0.0, 0.7) Thumbrotation:-2.384252
Time:1.733158 Axis vector:(0.0, 0.7) Thumbrotation:-1.251483
Time:1.833516 Axis vector:(0.0, 0.7) Thumbrotation:0.04845664
Time:1.934143 Axis vector:(0.0, 0.7) Thumbrotation:1.103758
Time:2.034737 Axis vector:(0.0, 0.7) Thumbrotation:1.575077
Time:2.135167 Axis vector:(0.0, 0.7) Thumbrotation:1.042114
Time:2.235734 Axis vector:(0.0, 0.7) Thumbrotation:0.3286494
Time:2.336058 Axis vector:(0.0, 0.7) Thumbrotation:-0.07912937
Time:2.436714 Axis vector:(0.0, 0.7) Thumbrotation:-0.2298502
Time:2.537087 Axis vector:(0.0, 0.7) Thumbrotation:0.2017412
Time:2.637985 Axis vector:(0.0, 0.7) Thumbrotation:0.4698059
Time:2.73819 Axis vector:(0.0, 0.7) Thumbrotation:0.6781085
Time:2.838757 Axis vector:(0.0, 0.7) Thumbrotation:0.847191
Time:2.939307 Axis vector:(0.0, 0.7) Thumbrotation:0.9863558
Time:3.039931 Axis vector:(0.0, 0.7) Thumbrotation:1.151141
Time:3.140569 Axis vector:(0.0, 0.7) Thumbrotation:1.395496
Time:3.240943 Axis vector:(0.0, 0.7) Thumbrotation:1.837389
Time:3.34144 Axis vector:(0.0, 0.7) Thumbrotation:2.33875
Time:3.441774 Axis vector:(0.0, 0.7) Thumbrotation:2.582705
Time:3.543244 Axis vector:(0.0, 0.7) Thumbrotation:2.840211
Time:3.654633 Axis vector:(0.0, 0.7) Thumbrotation:3.118599
Time:3.765729 Axis vector:(0.0, 0.7) Thumbrotation:3.765616
Time:3.866146 Axis vector:(0.1, 0.7) Thumbrotation:4.465018
Time:3.966949 Axis vector:(0.1, 0.7) Thumbrotation:5.301048
Time:4.0675 Axis vector:(0.1, 0.7) Thumbrotation:6.736534
Time:4.168497 Axis vector:(0.1, 0.7) Thumbrotation:7.261149
Time:4.269238 Axis vector:(0.1, 0.7) Thumbrotation:7.455826
Time:4.370879 Axis vector:(0.1, 0.7) Thumbrotation:8.11341
Time:4.480723 Axis vector:(0.1, 0.7) Thumbrotation:8.604369
Time:4.581492 Axis vector:(0.1, 0.7) Thumbrotation:8.882944
Time:4.681614 Axis vector:(0.1, 0.7) Thumbrotation:9.064491
Time:4.782395 Axis vector:(0.1, 0.7) Thumbrotation:9.211898
Time:4.883275 Axis vector:(0.1, 0.7) Thumbrotation:9.276122
Time:4.9945 Axis vector:(0.1, 0.7) Thumbrotation:9.290264
Time:5.094908 Axis vector:(0.1, 0.7) Thumbrotation:9.28527
Time:5.195547 Axis vector:(0.1, 0.7) Thumbrotation:9.284063
Time:5.296098 Axis vector:(0.1, 0.7) Thumbrotation:9.28546
Time:5.396734 Axis vector:(0.1, 0.7) Thumbrotation:9.28218
Time:5.497493 Axis vector:(0.1, 0.7) Thumbrotation:9.262213
Time:5.597581 Axis vector:(0.1, 0.7) Thumbrotation:9.235674
Time:5.698068 Axis vector:(0.1, 0.7) Thumbrotation:9.231503
Start time:0.2688328
Time:3.064893 Axis vector:(-0.2, -0.7) Thumbrotation:-162.707
Time:3.16763 Axis vector:(0.1, -0.4) Thumbrotation:172.6993
Time:3.277146 Axis vector:(0.0, -0.4) Thumbrotation:173.8696
Time:3.377527 Axis vector:(0.0, -0.4) Thumbrotation:179.8002
Time:3.477949 Axis vector:(0.1, -0.4) Thumbrotation:169.5755
Time:3.5788 Axis vector:(0.1, -0.4) Thumbrotation:171.8549
Time:3.678997 Axis vector:(0.0, -0.5) Thumbrotation:-176.1178
Time:3.779548 Axis vector:(-0.4, -0.6) Thumbrotation:-144.4636
Time:3.880039 Axis vector:(-0.5, -0.6) Thumbrotation:-141.5951
Time:3.980602 Axis vector:(-0.5, -0.6) Thumbrotation:-142.5208
Time:4.081213 Axis vector:(-0.5, -0.6) Thumbrotation:-137.8692
Time:4.181622 Axis vector:(-0.6, -0.6) Thumbrotation:-132.4404
Time:4.282489 Axis vector:(-0.6, -0.5) Thumbrotation:-133.2163
Time:4.382897 Axis vector:(-0.5, -0.6) Thumbrotation:-140.7333
Time:4.483361 Axis vector:(-0.4, -0.6) Thumbrotation:-146.1095
Time:4.583721 Axis vector:(-0.3, -0.5) Thumbrotation:-152.029
Time:4.684345 Axis vector:(-0.2, -0.5) Thumbrotation:-161.46
Time:4.784874 Axis vector:(0.2, -0.4) Thumbrotation:151.849
Time:4.885406 Axis vector:(0.3, -0.5) Thumbrotation:149.3026
Time:14.81528 Axis vector:(0.8, -0.4) Thumbrotation:120.3498
Time:14.916 Axis vector:(0.9, -0.3) Thumbrotation:107.8418
Time:21.46124 Axis vector:(0.1, 1.0) Thumbrotation:5.20526
Time:21.56168 Axis vector:(0.1, 1.0) Thumbrotation:5.421988
Time:21.6624 Axis vector:(0.0, 1.0) Thumbrotation:2.373886
Time:21.76284 Axis vector:(0.0, 1.0) Thumbrotation:1.558088
Time:21.86324 Axis vector:(0.0, 1.0) Thumbrotation:1.315666
Time:21.96387 Axis vector:(0.0, 1.0) Thumbrotation:1.197793
Time:22.06505 Axis vector:(0.0, 1.0) Thumbrotation:1.062568
Time:22.17619 Axis vector:(0.0, 1.0) Thumbrotation:0.7527748
Time:22.27681 Axis vector:(0.0, 0.9) Thumbrotation:0.1356209
Time:22.381 Axis vector:(0.0, 0.9) Thumbrotation:-3.291821
Time:22.48879 Axis vector:(-0.1, 0.9) Thumbrotation:-5.692611
Time:22.58941 Axis vector:(-0.1, 0.9) Thumbrotation:-6.703263
Time:22.69003 Axis vector:(-0.1, 0.9) Thumbrotation:-7.793871
Time:22.79041 Axis vector:(-0.1, 0.9) Thumbrotation:-8.206669
Time:22.891 Axis vector:(-0.1, 0.9) Thumbrotation:-8.44313
Time:22.99177 Axis vector:(-0.1, 0.9) Thumbrotation:-8.652627
Time:23.09204 Axis vector:(-0.1, 0.9) Thumbrotation:-8.795088
Time:23.19272 Axis vector:(-0.1, 0.9) Thumbrotation:-8.852194
Time:23.29304 Axis vector:(-0.1, 0.9) Thumbrotation:-8.858006
Time:23.39365 Axis vector:(-0.1, 0.9) Thumbrotation:-8.80859
Time:23.49418 Axis vector:(-0.1, 0.9) Thumbrotation:-8.742084
Time:23.59477 Axis vector:(-0.1, 0.9) Thumbrotation:-8.712893
Time:23.6953 Axis vector:(-0.1, 0.9) Thumbrotation:-8.668073
Time:23.79578 Axis vector:(-0.1, 0.9) Thumbrotation:-8.630627
Time:23.89635 Axis vector:(-0.1, 0.9) Thumbrotation:-8.603525
Time:23.99711 Axis vector:(-0.1, 0.9) Thumbrotation:-8.579567
Time:24.09722 Axis vector:(-0.1, 0.9) Thumbrotation:-8.555244
Time:24.19781 Axis vector:(-0.1, 0.9) Thumbrotation:-8.555244
Time:24.29829 Axis vector:(-0.1, 0.9) Thumbrotation:-8.555244
Time:24.39895 Axis vector:(-0.1, 0.9) Thumbrotation:-8.510293
Time:24.49929 Axis vector:(-0.1, 0.9) Thumbrotation:-8.107601
Time:24.59986 Axis vector:(-0.1, 0.9) Thumbrotation:-7.006951
Time:24.70032 Axis vector:(-0.1, 0.9) Thumbrotation:-5.565741
Time:24.80101 Axis vector:(-0.1, 1.0) Thumbrotation:-3.281575
Time:24.90155 Axis vector:(0.0, 1.0) Thumbrotation:-1.416651
Time:25.00211 Axis vector:(0.0, 1.0) Thumbrotation:-0.8045425
Time:25.1027 Axis vector:(0.0, 1.0) Thumbrotation:-0.63025
Time:25.20318 Axis vector:(0.0, 1.0) Thumbrotation:-0.4953507
Time:25.30362 Axis vector:(0.0, 1.0) Thumbrotation:-0.2298502
Time:25.4042 Axis vector:(0.0, 1.0) Thumbrotation:0.0656106
Time:25.50501 Axis vector:(0.0, 1.0) Thumbrotation:0.6074851
Time:25.60512 Axis vector:(0.0, 1.0) Thumbrotation:1.983766
Time:25.70574 Axis vector:(0.0, 1.0) Thumbrotation:2.679346
Time:25.80658 Axis vector:(0.1, 1.0) Thumbrotation:4.144064
Time:26.00794 Axis vector:(-0.2, 0.9) Thumbrotation:-10.69351
Time:26.10812 Axis vector:(-0.1, 0.9) Thumbrotation:-9.836533
Time:26.20842 Axis vector:(-0.1, 0.8) Thumbrotation:-10.1168
Time:26.30884 Axis vector:(-0.2, 0.8) Thumbrotation:-11.40059
Time:26.40957 Axis vector:(-0.2, 0.8) Thumbrotation:-12.194
Time:26.50994 Axis vector:(-0.2, 0.8) Thumbrotation:-13.03424
Time:26.61051 Axis vector:(-0.2, 0.7) Thumbrotation:-13.76695
Time:26.71096 Axis vector:(-0.2, 0.7) Thumbrotation:-14.37933
Time:26.81149 Axis vector:(-0.2, 0.7) Thumbrotation:-14.87205
Time:26.91235 Axis vector:(-0.2, 0.7) Thumbrotation:-13.90742
Time:27.0126 Axis vector:(-0.2, 0.7) Thumbrotation:-12.61784
Time:27.1132 Axis vector:(-0.2, 0.7) Thumbrotation:-13.60771
Time:27.21379 Axis vector:(-0.2, 0.7) Thumbrotation:-14.39397
Time:27.31424 Axis vector:(-0.2, 0.7) Thumbrotation:-14.67481
Time:27.41459 Axis vector:(-0.2, 0.7) Thumbrotation:-14.26646
Time:28.01779 Axis vector:(-0.1, 0.8) Thumbrotation:-10.42489
Time:28.11836 Axis vector:(-0.1, 0.8) Thumbrotation:-10.3132
Time:28.21883 Axis vector:(-0.1, 0.8) Thumbrotation:-10.21896
Time:28.31946 Axis vector:(-0.1, 0.8) Thumbrotation:-10.89023
Time:28.42019 Axis vector:(-0.5, 0.5) Thumbrotation:-41.42155
Time:28.52045 Axis vector:(-0.9, -0.1) Thumbrotation:-99.04566
Time:28.62169 Axis vector:(-1.0, -0.2) Thumbrotation:-101.3686
Time:28.73301 Axis vector:(-1.0, -0.2) Thumbrotation:-101.1451
Time:28.83328 Axis vector:(-0.9, -0.2) Thumbrotation:-101.8123
Time:28.93409 Axis vector:(-0.9, -0.2) Thumbrotation:-102.0628
Time:29.03422 Axis vector:(-0.9, -0.2) Thumbrotation:-100.6548
Time:29.13479 Axis vector:(-0.6, 0.0) Thumbrotation:-89.41507
Time:29.23541 Axis vector:(-0.2, 0.4) Thumbrotation:-32.05214
Time:29.33591 Axis vector:(0.0, 0.7) Thumbrotation:4.122791
Time:29.43631 Axis vector:(0.1, 0.7) Thumbrotation:5.698185
Time:29.53706 Axis vector:(0.1, 0.7) Thumbrotation:6.523417
Time:29.63752 Axis vector:(0.1, 0.7) Thumbrotation:6.286811
Time:29.73795 Axis vector:(0.1, 0.7) Thumbrotation:4.532158
Time:29.83868 Axis vector:(0.0, 0.8) Thumbrotation:-2.276667
Time:30.24074 Axis vector:(0.3, 0.9) Thumbrotation:16.72794
Time:30.34136 Axis vector:(0.2, 0.9) Thumbrotation:15.46594
Time:30.44164 Axis vector:(0.2, 0.8) Thumbrotation:14.39143
Time:30.54215 Axis vector:(0.2, 0.8) Thumbrotation:14.32938
Time:30.64282 Axis vector:(0.2, 0.8) Thumbrotation:14.48342
Time:30.84384 Axis vector:(-0.3, 0.6) Thumbrotation:-25.50993
Time:30.94459 Axis vector:(-0.2, 0.5) Thumbrotation:-20.5041
Time:31.04497 Axis vector:(-0.2, 0.6) Thumbrotation:-22.11622
Time:31.14579 Axis vector:(-0.2, 0.5) Thumbrotation:-21.86718
Time:31.246 Axis vector:(-0.2, 0.5) Thumbrotation:-23.72663
Time:31.34653 Axis vector:(-0.2, 0.5) Thumbrotation:-24.10501
Time:31.44723 Axis vector:(-0.2, 0.5) Thumbrotation:-24.15958
Time:31.54861 Axis vector:(-0.2, 0.5) Thumbrotation:-24.04069
Time:31.65931 Axis vector:(-0.2, 0.5) Thumbrotation:-23.9391
Time:31.7599 Axis vector:(-0.2, 0.5) Thumbrotation:-23.91076
Time:31.86043 Axis vector:(-0.2, 0.5) Thumbrotation:-23.89987
Time:31.9607 Axis vector:(-0.2, 0.5) Thumbrotation:-23.31575
Time:32.06134 Axis vector:(-0.2, 0.5) Thumbrotation:-22.95291
Time:32.1618 Axis vector:(-0.2, 0.6) Thumbrotation:-22.31567
Time:32.2624 Axis vector:(-0.2, 0.6) Thumbrotation:-22.24254
Time:32.36307 Axis vector:(-0.2, 0.6) Thumbrotation:-23.50653
Time:32.46333 Axis vector:(-0.2, 0.6) Thumbrotation:-23.58658
Time:32.5639 Axis vector:(-0.2, 0.6) Thumbrotation:-23.75578
Time:32.66571 Axis vector:(-0.2, 0.6) Thumbrotation:-23.36146
Time:32.77611 Axis vector:(-0.2, 0.6) Thumbrotation:-22.6643
